time,direction,speed,ti,veer,shear
2017-08-10 12:50:00,21.79688,7.32422,0.11841,-0.03516,0.01465
2017-08-10 13:00:00,27.07031,7.67578,0.11353,-0.08789,0.00293
2017-08-10 13:10:00,24.60938,7.91016,0.12207,-0.08789,-0.00879
2017-08-10 13:20:00,20.39063,8.55469,0.12451,0.03516,-0.00879
2017-08-10 13:30:00,23.20313,8.4375,0.14282,0.07031,0.01172
2017-08-10 13:40:00,29.88281,9.08203,0.12573,-0.01758,0.01172
2017-08-10 13:50:00,29.88281,8.67188,0.18555,0.17578,-0.02051
2017-08-10 14:00:00,28.82813,9.43359,0.11963,0.07031,-0.01172
2017-08-10 14:10:00,28.82813,8.90625,0.14771,-0.01758,0
2017-08-10 14:20:00,28.47656,9.43359,0.13428,-0.05273,-0.00293
2017-08-10 14:30:00,25.3125,9.78516,0.11719,-0.24609,0.0293
2017-08-10 14:40:00,24.60938,9.31641,0.13794,0.17578,0
2017-08-10 14:50:00,26.36719,9.60938,0.12817,-0.05274,-0.01172
2017-08-10 15:00:00,26.01563,9.66797,0.16235,-0.12305,-0.00586
2017-08-10 15:10:00,25.3125,9.55078,0.1355,0.29883,0.02344
2017-08-10 15:20:00,26.71875,9.375,0.1416,0.08789,0.00879
2017-08-10 15:30:00,24.25781,8.67188,0.13428,0.07031,-0.00586
2017-08-10 15:40:00,25.66406,9.375,0.15625,0.21094,0.01465
2017-08-10 15:50:00,27.07031,9.55078,0.1062,0.01758,0.0293
2017-08-10 16:00:00,26.71875,8.37891,0.15503,0.03516,-0.01465
2017-08-10 16:10:00,27.07031,8.20313,0.13184,0.01758,-0.00293
2017-08-10 16:20:00,18.98438,8.61328,0.08789,0.17578,0
2017-08-10 16:30:00,22.85156,8.78906,0.08301,0.21094,0.01172
2017-08-10 16:40:00,25.3125,8.37891,0.09766,0.05274,0.00586
2017-08-10 16:50:00,30.58594,8.55469,0.08911,-0.19336,0.00879
2017-08-10 17:00:00,26.71875,8.4375,0.0708,0.08789,0.01172
2017-08-10 17:10:00,21.79688,8.32031,0.10864,-0.05273,0.00879
2017-08-10 17:20:00,27.42188,8.32031,0.09521,-0.17578,0
2017-08-10 17:30:00,23.55469,8.61328,0.09521,0.07031,0.00586
2017-08-10 17:40:00,24.60938,8.08594,0.14404,-0.14062,0.01758
2017-08-10 17:50:00,28.47656,7.79297,0.11475,-0.21094,0.00879
2017-08-10 18:00:00,33.39844,7.32422,0.13428,-0.17578,-0.00293
2017-08-10 18:10:00,18.98438,7.73438,0.11475,0.08789,0.00586
2017-08-10 18:20:00,18.28125,7.5,0.11597,0.03516,0
2017-08-10 18:30:00,20.39063,7.79297,0.09766,-0.03516,0.00879
2017-08-10 18:40:00,27.42188,7.61719,0.12695,-0.08789,-0.00293
2017-08-10 18:50:00,32.34375,7.55859,0.11475,0.01758,0.01465
2017-08-10 19:00:00,34.10156,7.32422,0.14404,-0.10547,-0.01172
2017-08-10 19:10:00,34.45313,6.91406,0.12451,0.01758,-0.00586
2017-08-10 19:20:00,27.42188,6.97266,0.13428,-0.05273,-0.00879
2017-08-10 19:30:00,21.09375,7.32422,0.11963,0.08789,0.01172
2017-08-10 19:40:00,21.44531,6.91406,0.1355,0.07031,0.00293
2017-08-10 19:50:00,27.77344,6.91406,0.13184,0.01758,0
2017-08-10 20:00:00,34.80469,6.44531,0.14526,-0.17578,0.00586
2017-08-10 20:10:00,38.32031,6.03516,0.14893,-0.05273,0.00293
2017-08-10 20:20:00,30.58594,5.85938,0.15625,0.12305,0.00586
2017-08-10 20:30:00,28.47656,5.68359,0.12207,0.03516,0.01465
2017-08-10 20:40:00,29.53125,5.625,0.13306,-0.01758,-0.00293
2017-08-10 20:50:00,18.98438,6.09375,0.15015,-0.03516,0.01758
2017-08-10 21:00:00,29.88281,5.625,0.17334,0,0
2017-08-10 21:10:00,39.72656,5.33203,0.11597,-0.05273,-0.00293
2017-08-10 21:20:00,54.49219,4.98047,0.14771,-0.14062,0.01172
2017-08-10 21:30:00,44.29688,5.03906,0.12329,0.12305,0.01465
2017-08-10 21:40:00,49.92188,4.74609,0.12817,0.01758,0.00586
2017-08-10 21:50:00,30.23438,4.92188,0.15869,0.05273,0.00586
2017-08-10 22:00:00,23.20313,4.98047,0.12085,0.01758,-0.00879
2017-08-10 22:10:00,34.45313,4.57031,0.12451,-0.07031,-0.00586
2017-08-10 22:20:00,40.42969,4.51172,0.13428,0.07031,-0.00586
2017-08-10 22:30:00,43.24219,3.98438,0.1416,0.05274,0.00879
2017-08-10 22:40:00,56.25,4.51172,0.17456,-0.28125,0.00293
2017-08-10 22:50:00,58.71094,4.39453,0.13306,0.01758,0.00293
2017-08-10 23:00:00,69.60938,4.51172,0.13672,0.01758,0.00879
2017-08-10 23:10:00,63.98438,4.62891,0.11108,0.03516,0.01172
2017-08-10 23:20:00,61.17188,4.21875,0.15015,-0.10547,0
2017-08-10 23:30:00,40.42969,3.92578,0.13672,0.14062,0.00293
2017-08-10 23:40:00,34.45313,3.80859,0.20386,-0.01758,-0.00293
2017-08-10 23:50:00,44.64844,3.63281,0.16357,-0.22851,0.00293
2017-08-11 00:00:00,43.94531,3.86719,0.14771,0.19336,0.00293
2017-08-11 00:10:00,50.27344,3.80859,0.14282,-0.12305,-0.00293
2017-08-11 00:20:00,55.89844,3.69141,0.13672,0.01758,0
2017-08-11 00:30:00,58.00781,3.98438,0.14404,-0.07031,-0.00293
2017-08-11 00:40:00,59.41406,3.86719,0.14771,-0.03516,0.00586
2017-08-11 00:50:00,62.92969,3.86719,0.14771,0.19336,-0.00293
2017-08-11 01:00:00,54.84375,3.51563,0.11597,-0.10547,-0.00293
2017-08-11 01:10:00,60.46875,2.8125,0.15381,-0.08789,0.00293
2017-08-11 01:20:00,64.6875,2.46094,0.23438,0.1582,-0.01172
2017-08-11 01:30:00,59.41406,2.51953,0.23071,-0.01758,0.00586
2017-08-11 01:40:00,63.98438,2.10938,0.17944,0.14062,-0.00293
2017-08-11 01:50:00,94.57031,2.10938,0.24902,0.24609,0.00586
2017-08-11 02:00:00,107.92969,2.40234,0.26123,0.21094,0
2017-08-11 02:10:00,117.42188,1.875,0.23071,-0.22852,0.00586
2017-08-11 02:20:00,101.60156,1.46484,0.22217,-0.01758,-0.00293
2017-08-11 02:30:00,101.60156,1.58203,0.22095,-0.19336,0.00879
2017-08-11 02:40:00,100.19531,1.34766,0.30396,0.33398,0
2017-08-11 02:50:00,78.75,1.23047,0.27954,0.10547,0.00293
2017-08-11 03:00:00,30.23438,1.17188,0.22705,0.05273,-0.00293
2017-08-11 03:10:00,7.03125,1.28906,0.35034,0.22852,0.00586
2017-08-11 03:20:00,348.04688,1.81641,0.24292,0.28125,0.00586
2017-08-11 03:30:00,331.17188,1.34766,0.30273,1.05469,0
2017-08-11 03:40:00,35.15625,1.69922,0.23804,0.05274,0.00879
2017-08-11 03:50:00,3.51563,3.98438,0.2832,0.42188,0.00586
2017-08-11 04:00:00,6.67969,4.74609,0.11108,-0.14062,0.00586
2017-08-11 04:10:00,3.51563,4.21875,0.19409,0.12305,0.00586
2017-08-11 04:20:00,359.64844,4.6875,0.1355,0.14062,-0.00293
2017-08-11 04:30:00,348.04688,4.39453,0.13794,0.07031,0.00293
2017-08-11 04:40:00,358.59375,4.27734,0.13916,0,0.00586
2017-08-11 04:50:00,357.1875,4.04297,0.14526,-0.01758,0.00586
2017-08-11 05:00:00,3.51563,4.10156,0.12329,-0.07031,0.00293
2017-08-11 05:10:00,10.54688,3.80859,0.13916,0.19336,0.00293
2017-08-11 05:20:00,5.625,3.75,0.16602,-0.03516,-0.00293
2017-08-11 05:30:00,21.09375,3.80859,0.15625,-0.08789,0.00293
2017-08-11 05:40:00,43.24219,3.22266,0.2002,-0.14062,-0.00879
2017-08-11 05:50:00,39.375,2.63672,0.13428,-0.21094,0
2017-08-11 06:00:00,17.57813,3.16406,0.17944,-0.03516,0
2017-08-11 06:10:00,20.03906,2.87109,0.19898,-0.28125,0.00293
2017-08-11 06:20:00,34.80469,2.57813,0.18066,0.1582,0
2017-08-11 06:30:00,34.10156,1.93359,0.20874,-0.12305,-0.00293
2017-08-11 06:40:00,7.03125,1.875,0.20874,-0.12305,0.00586
2017-08-11 06:50:00,9.14063,1.875,0.29785,-0.42188,0.00293
2017-08-11 07:00:00,0.70313,1.93359,0.21728,-0.17578,-0.00879
2017-08-11 07:10:00,359.29688,2.34375,0.22583,0.19336,0.00586
2017-08-11 07:20:00,343.82813,2.51953,0.2063,-0.08789,-0.00586
2017-08-11 07:30:00,337.5,2.69531,0.1416,-0.03516,0
2017-08-11 07:40:00,335.74219,2.51953,0.21973,-0.21094,0.00293
2017-08-11 07:50:00,337.14844,2.10938,0.23926,-0.31641,-0.00586
2017-08-11 08:00:00,346.64063,2.05078,0.24414,-0.24609,0.00586
2017-08-11 08:10:00,312.89063,1.875,0.26367,0.12305,0.00293
2017-08-11 08:20:00,330.46875,2.98828,0.2417,-0.14062,0.00586
2017-08-11 08:30:00,326.60156,2.87109,0.17822,-0.14062,-0.00293
2017-08-11 08:40:00,340.66406,2.63672,0.2417,-0.17578,-0.01172
2017-08-11 08:50:00,331.52344,2.98828,0.20264,0.24609,0
2017-08-11 09:00:00,338.90625,3.51563,0.35278,-0.28125,-0.00293
2017-08-11 09:10:00,324.14063,3.45703,0.28931,-0.14062,0.00879
2017-08-11 09:20:00,323.78906,3.04688,0.16479,-0.05273,0.00293
2017-08-11 09:30:00,319.21875,3.39844,0.16479,-0.10547,0.00293
2017-08-11 09:40:00,312.53906,3.16406,0.16357,-0.08789,0.00293
2017-08-11 09:50:00,310.78125,2.92969,0.19775,0.01758,0
2017-08-11 10:00:00,308.67188,2.16797,0.2124,-0.35156,0.00586
2017-08-11 10:10:00,291.09375,2.63672,0.22095,-0.08789,0.00879
2017-08-11 10:20:00,295.3125,2.57813,0.21728,0.01758,0.00293
2017-08-11 10:30:00,293.20313,3.04688,0.1831,0.26367,0
2017-08-11 10:40:00,286.52344,3.10547,0.30151,0.26367,-0.00879
2017-08-11 10:50:00,292.85156,3.51563,0.21362,0.12305,0
2017-08-11 11:00:00,281.60156,3.22266,0.20996,0.24609,0.00293
2017-08-11 11:10:00,282.30469,3.57422,0.2002,-0.07031,-0.00293
2017-08-11 11:20:00,285.11719,3.92578,0.16724,-0.05273,-0.00293
2017-08-11 11:30:00,281.25,3.92578,0.13794,-0.03516,0.00293
2017-08-11 11:40:00,282.65625,4.16016,0.19409,0.05273,-0.00586
2017-08-11 11:50:00,264.72656,3.45703,0.14648,0.07031,0.00293
2017-08-11 12:00:00,270.70313,3.04688,0.25269,0.10547,0.00293
2017-08-11 12:10:00,254.53125,2.51953,0.26733,-0.03516,0
2017-08-11 12:20:00,243.63281,2.75391,0.14648,0.05273,-0.00293
2017-08-11 12:30:00,254.17969,3.28125,0.16479,-0.07031,0
2017-08-11 12:40:00,254.53125,3.98438,0.09155,0,0
2017-08-11 12:50:00,259.10156,3.98438,0.14038,0.03516,0.00293
2017-08-11 13:00:00,254.17969,4.39453,0.14038,-0.01758,0
2017-08-11 13:10:00,258.75,5.15625,0.11231,-0.03516,0.00293
2017-08-11 13:20:00,253.82813,5.33203,0.11719,0.01758,0.00879
2017-08-11 13:30:00,262.26563,5.44922,0.08911,-0.12305,0.00879
2017-08-11 13:40:00,258.39844,5.68359,0.10742,0.01758,0.00293
2017-08-11 13:50:00,256.28906,6.09375,0.11475,0,0
2017-08-11 14:00:00,257.69531,6.32813,0.11353,-0.08789,0.01172
2017-08-11 14:10:00,258.04688,6.50391,0.12207,0.19336,-0.00879
2017-08-11 14:20:00,259.45313,6.73828,0.1062,0.01758,-0.00293
2017-08-11 14:30:00,260.15625,6.38672,0.11963,-0.05273,-0.00586
2017-08-11 14:40:00,260.50781,6.26953,0.10864,-0.01758,-0.00293
2017-08-11 14:50:00,257.69531,5.625,0.1416,-0.01758,-0.00879
2017-08-11 15:00:00,245.74219,5.39063,0.12451,0.08789,0.00293
2017-08-11 15:10:00,240.82031,5.15625,0.13428,0,-0.00586
2017-08-11 15:20:00,241.17188,5.15625,0.14648,-0.22852,0.00586
2017-08-11 15:30:00,235.19531,5.09766,0.17822,-0.07031,0.00293
2017-08-11 15:40:00,232.03125,5.44922,0.13428,0.14062,0.00586
2017-08-11 15:50:00,230.27344,5.56641,0.12817,-0.07031,-0.00586
2017-08-11 16:00:00,233.78906,5.91797,0.11231,-0.01758,0.00586
2017-08-11 16:10:00,234.14063,6.50391,0.11108,-0.14062,0.00586
2017-08-11 16:20:00,230.625,6.32813,0.11963,-0.1582,0
2017-08-11 16:30:00,226.75781,6.32813,0.13306,0.07031,-0.01172
2017-08-11 16:40:00,227.10938,6.73828,0.11475,-0.1582,0.00879
2017-08-11 16:50:00,218.32031,6.91406,0.12695,0.19336,0.00293
2017-08-11 17:00:00,220.78125,6.85547,0.13428,0.08789,-0.00293
2017-08-11 17:10:00,219.72656,7.14844,0.1355,0.19336,0
2017-08-11 17:20:00,217.96875,7.08984,0.09399,-0.10547,-0.00293
2017-08-11 17:30:00,216.5625,7.5,0.08301,-0.01758,-0.00586
2017-08-11 17:40:00,219.375,8.02734,0.08789,-0.12305,0
2017-08-11 17:50:00,219.375,8.84766,0.09521,0.1582,0.00879
2017-08-11 18:00:00,222.53906,9.08203,0.12085,-0.07031,-0.00293
2017-08-11 18:10:00,220.78125,9.66797,0.08789,0.08789,0.00879
2017-08-11 18:20:00,222.53906,9.60938,0.10742,-0.03516,0.00879
2017-08-11 18:30:00,221.13281,10.07813,0.09521,0,0.00586
2017-08-11 18:40:00,223.24219,9.60938,0.11108,-0.08789,0
2017-08-11 18:50:00,225.70313,10.01953,0.09399,0.05273,0.00293
2017-08-11 19:00:00,225.35156,10.48828,0.12695,0.01758,0.02344
2017-08-11 19:10:00,223.94531,10.83984,0.12085,0.03516,0.00879
2017-08-11 19:20:00,229.57031,11.07422,0.11841,0.03516,0.01758
2017-08-11 19:30:00,230.97656,11.19141,0.13184,0,-0.00879
2017-08-11 19:40:00,227.10938,10.83984,0.10742,-0.19336,0.00586
2017-08-11 19:50:00,231.67969,11.01563,0.13672,-0.1582,-0.00879
2017-08-11 20:00:00,233.78906,11.60156,0.10864,0.08789,-0.01758
2017-08-11 20:10:00,232.03125,11.36719,0.10498,0.08789,0.00293
2017-08-11 20:20:00,237.30469,11.42578,0.1355,-0.19336,-0.02051
2017-08-11 20:30:00,232.73438,11.71875,0.1416,0.28125,0.03516
2017-08-11 20:40:00,232.73438,12.24609,0.12085,0.17578,0.01758
2017-08-11 20:50:00,233.78906,11.66016,0.14893,0.35156,0.01172
2017-08-11 21:00:00,243.28125,11.19141,0.10864,-0.08789,-0.01172
2017-08-11 21:10:00,246.44531,12.01172,0.12573,-0.12305,0.02344
2017-08-11 21:20:00,249.25781,11.71875,0.10864,0.10547,0.02637
2017-08-11 21:30:00,250.3125,11.36719,0.08667,0.07031,-0.0293
2017-08-11 21:40:00,256.64063,11.36719,0.1355,-0.22852,-0.00879
2017-08-11 21:50:00,257.34375,11.42578,0.10864,-0.01758,0.00879
2017-08-11 22:00:00,259.80469,11.13281,0.11231,-0.07031,0.01758
2017-08-11 22:10:00,257.69531,10.78125,0.16479,0.24609,0.00586
2017-08-11 22:20:00,255.23438,11.13281,0.12085,-0.01758,0.01465
2017-08-11 22:30:00,252.77344,10.48828,0.11841,-0.24609,0.00586
2017-08-11 22:40:00,250.66406,10.78125,0.1001,-0.10547,0.03223
2017-08-11 22:50:00,252.77344,9.96094,0.12817,0,0.01172
2017-08-11 23:00:00,255.23438,9.49219,0.12573,-0.03516,-0.01465
2017-08-11 23:10:00,259.80469,9.66797,0.11963,-0.22852,0.00586
2017-08-11 23:20:00,264.375,9.02344,0.10254,-0.10547,-0.02051
2017-08-11 23:30:00,272.10938,8.96484,0.10742,-0.07031,0.00586
2017-08-11 23:40:00,273.86719,8.78906,0.09399,-0.10547,0
2017-08-11 23:50:00,272.8125,8.4375,0.11963,0.10547,0.00879
2017-08-12 00:00:00,276.67969,8.73047,0.10742,0.10547,0.01172
2017-08-12 00:10:00,273.86719,7.26563,0.13428,0.10547,0.02051
2017-08-12 00:20:00,268.24219,7.79297,0.11353,-0.07031,-0.00586
2017-08-12 00:30:00,272.46094,8.08594,0.10986,-0.01758,-0.01465
2017-08-12 00:40:00,265.78125,7.79297,0.11597,0.21094,0.02051
2017-08-12 00:50:00,273.16406,8.61328,0.10132,-0.05273,0
2017-08-12 01:00:00,272.10938,8.73047,0.10254,0.10547,-0.01465
2017-08-12 01:10:00,275.625,9.02344,0.14282,-0.12305,-0.01172
2017-08-12 01:20:00,278.78906,9.78516,0.11597,0.03516,0.01465
2017-08-12 01:30:00,278.4375,9.66797,0.13306,0.10547,-0.00586
2017-08-12 01:40:00,271.40625,9.96094,0.14038,-0.07031,0
2017-08-12 01:50:00,271.05469,9.72656,0.12085,-0.14062,0.02344
2017-08-12 02:00:00,266.13281,8.67188,0.1831,-0.08789,-0.00879
2017-08-12 02:10:00,268.59375,9.08203,0.15503,-0.1582,-0.03516
2017-08-12 02:20:00,261.91406,9.72656,0.10986,-0.14062,0.00879
2017-08-12 02:30:00,260.15625,8.84766,0.14282,0.01758,-0.00586
2017-08-12 02:40:00,252.07031,8.78906,0.17578,0.12305,0.00293
2017-08-12 02:50:00,262.96875,9.375,0.16357,-0.19336,0.02051
2017-08-12 03:00:00,264.375,9.66797,0.14893,0.22852,0.04394
2017-08-12 03:10:00,260.50781,9.49219,0.15137,0.12305,-0.01172
2017-08-12 03:20:00,265.07813,9.72656,0.14282,0,-0.03516
2017-08-12 03:30:00,264.375,10.25391,0.14648,0.10547,0.02051
2017-08-12 03:40:00,260.50781,10.07813,0.13794,0,0.00293
2017-08-12 03:50:00,259.80469,9.96094,0.14038,-0.01758,0.0293
2017-08-12 04:00:00,261.5625,10.25391,0.17944,-0.07031,-0.00293
2017-08-12 04:10:00,261.5625,10.25391,0.12573,0.21094,0.00879
2017-08-12 04:20:00,266.48438,9.78516,0.11719,-0.07031,-0.01172
2017-08-12 04:30:00,268.59375,9.375,0.13184,-0.22852,-0.00293
2017-08-12 04:40:00,273.51563,10.01953,0.11597,-0.10547,0.01172
2017-08-12 04:50:00,274.92188,10.19531,0.13672,-0.14062,-0.02051
2017-08-12 05:00:00,272.46094,9.43359,0.16602,0,-0.00293
2017-08-12 05:10:00,270,8.73047,0.15747,-0.22852,-0.00586
2017-08-12 05:20:00,270.70313,10.07813,0.10132,0.01758,0.01758
2017-08-12 05:30:00,273.51563,10.19531,0.10376,-0.05273,0.01758
2017-08-12 05:40:00,272.8125,9.96094,0.09521,0.24609,0.00586
2017-08-12 05:50:00,273.51563,10.25391,0.10742,0.01758,0.00586
2017-08-12 06:00:00,271.05469,9.90234,0.1355,0.08789,0.00879
2017-08-12 06:10:00,273.51563,10.01953,0.13428,0.19336,0.01465
2017-08-12 06:20:00,278.08594,10.07813,0.13672,-0.05273,-0.00586
2017-08-12 06:30:00,280.19531,9.72656,0.15869,-0.01758,0
2017-08-12 06:40:00,279.49219,9.72656,0.12085,-0.1582,-0.01465
2017-08-12 06:50:00,279.14063,9.60938,0.14404,-0.14062,0.00879
2017-08-12 07:00:00,280.89844,9.84375,0.17456,0.08789,-0.01172
2017-08-12 07:10:00,293.55469,10.13672,0.12329,0.24609,0.01465
2017-08-12 07:20:00,288.28125,8.90625,0.12207,0.07031,0
2017-08-12 07:30:00,287.57813,9.14063,0.13916,0.26367,0.00879
2017-08-12 07:40:00,290.74219,9.78516,0.14404,-0.19336,0.00586
2017-08-12 07:50:00,277.73438,10.25391,0.14038,0.07031,0.04102
2017-08-12 08:00:00,283.00781,10.72266,0.11231,-0.10547,-0.00293
2017-08-12 08:10:00,285.46875,9.25781,0.16968,-0.05273,0.00293
2017-08-12 08:20:00,283.35938,8.49609,0.16846,0.17578,0.00293
2017-08-12 08:30:00,281.60156,7.14844,0.21484,0.12305,-0.01172
2017-08-12 08:40:00,275.27344,7.91016,0.1416,-0.12305,0.01465
2017-08-12 08:50:00,266.83594,8.14453,0.13062,-0.08789,0.01465
2017-08-12 09:00:00,278.4375,9.375,0.14404,0.07031,-0.00879
2017-08-12 09:10:00,280.89844,9.96094,0.15625,-0.07031,0.00293
2017-08-12 09:20:00,281.95313,10.01953,0.13916,0.08789,0.00586
2017-08-12 09:30:00,284.76563,9.08203,0.16235,-0.03516,-0.01465
2017-08-12 09:40:00,279.14063,9.14063,0.10986,0.1582,-0.00586
2017-08-12 09:50:00,280.54688,9.31641,0.14648,0.05273,-0.01465
2017-08-12 10:00:00,279.14063,8.78906,0.16724,0.07031,0.01758
2017-08-12 10:10:00,279.84375,9.25781,0.14771,-0.05273,0.00586
2017-08-12 10:20:00,278.4375,10.01953,0.12573,-0.01758,0.01758
2017-08-12 10:30:00,282.30469,9.25781,0.15137,0.01758,-0.00293
2017-08-12 10:40:00,285.11719,9.25781,0.14038,-0.07031,0
2017-08-12 10:50:00,284.41406,9.375,0.15625,-0.01758,0.00293
2017-08-12 11:00:00,281.25,9.84375,0.16968,0.1582,0.01758
2017-08-12 11:10:00,284.0625,9.96094,0.14404,-0.17578,0.00586
2017-08-12 11:20:00,283.00781,9.14063,0.15259,0.12305,-0.02344
2017-08-12 11:30:00,285.46875,9.43359,0.13184,-0.26367,0.00586
2017-08-12 11:40:00,285.46875,9.49219,0.15015,0.05273,-0.00586
2017-08-12 11:50:00,288.28125,9.08203,0.16113,0.05273,0.01465
2017-08-12 12:00:00,285.82031,9.19922,0.11353,-0.01758,-0.03223
2017-08-12 12:10:00,288.98438,9.14063,0.17456,0.05273,-0.01172
2017-08-12 12:20:00,289.6875,9.60938,0.10376,0,0.02344
2017-08-12 12:30:00,288.63281,9.31641,0.13306,0.01758,-0.00293
2017-08-12 12:40:00,285.46875,9.25781,0.13306,0.05273,0.01172
2017-08-12 12:50:00,286.52344,9.25781,0.13428,-0.10547,0
2017-08-12 13:00:00,291.09375,8.84766,0.13184,0.03516,-0.02051
2017-08-12 13:10:00,288.98438,8.90625,0.11719,0.08789,-0.00586
2017-08-12 13:20:00,294.25781,9.02344,0.13184,-0.21094,0.00879
2017-08-12 13:30:00,290.03906,8.02734,0.12329,0.26367,0.00879
2017-08-12 13:40:00,296.71875,8.73047,0.11841,0.01758,-0.01758
2017-08-12 13:50:00,295.66406,9.55078,0.12451,-0.05273,0.00879
2017-08-12 14:00:00,297.77344,9.14063,0.13428,-0.01758,-0.01758
2017-08-12 14:10:00,293.55469,9.90234,0.12085,-0.01758,0.02344
2017-08-12 14:20:00,307.96875,9.49219,0.12695,0,-0.00586
2017-08-12 14:30:00,309.02344,9.84375,0.13062,-0.22852,0.00293
2017-08-12 14:40:00,305.85938,9.60938,0.11841,-0.03516,-0.00586
2017-08-12 14:50:00,308.32031,9.49219,0.11108,-0.10547,-0.01172
2017-08-12 15:00:00,310.07813,9.55078,0.15503,-0.01758,-0.00586
2017-08-12 15:10:00,307.96875,10.25391,0.14404,0.01758,0.00879
2017-08-12 15:20:00,304.45313,9.49219,0.10742,-0.05273,0.01172
2017-08-12 15:30:00,306.21094,8.90625,0.11597,0.01758,0.00293
2017-08-12 15:40:00,311.48438,8.90625,0.11963,0.07031,0.00879
2017-08-12 15:50:00,306.21094,7.73438,0.13672,-0.01758,-0.00879
2017-08-12 16:00:00,304.45313,8.37891,0.13062,0,0.00879
2017-08-12 16:10:00,305.85938,9.49219,0.13916,0.01758,0.02637
2017-08-12 16:20:00,313.24219,9.02344,0.15503,0.05273,-0.02344
2017-08-12 16:30:00,310.07813,9.49219,0.12573,0.17578,-0.00293
2017-08-12 16:40:00,312.89063,9.60938,0.13062,0.05273,0.00586
2017-08-12 16:50:00,307.26563,9.375,0.15381,0.28125,0.02051
2017-08-12 17:00:00,312.53906,9.60938,0.11353,0.14062,0.01465
2017-08-12 17:10:00,312.53906,9.55078,0.10864,0.21094,0.00293
2017-08-12 17:20:00,315,9.02344,0.1062,-0.08789,0.00293
2017-08-12 17:30:00,314.64844,8.67188,0.13672,-0.08789,-0.00879
2017-08-12 17:40:00,311.48438,7.67578,0.12817,0.01758,0.01172
2017-08-12 17:50:00,309.72656,7.55859,0.15869,-0.01758,-0.00293
2017-08-12 18:00:00,306.5625,6.73828,0.12207,0.08789,-0.00586
2017-08-12 18:10:00,297.07031,6.38672,0.15381,0.1582,0.00586
2017-08-12 18:20:00,300.23438,6.50391,0.11597,0.12305,-0.00293
2017-08-12 18:30:00,296.01563,6.44531,0.14771,0.12305,0.00586
2017-08-12 18:40:00,305.50781,6.5625,0.14282,-0.07031,0.00879
2017-08-12 18:50:00,294.96094,6.32813,0.12695,-0.21094,0.00293
2017-08-12 19:00:00,298.47656,6.50391,0.10986,-0.14062,-0.00293
2017-08-12 19:10:00,293.90625,6.32813,0.12695,0,-0.00293
2017-08-12 19:20:00,292.5,5.85938,0.13306,0.14062,0.00586
2017-08-12 19:30:00,296.36719,5.85938,0.17334,0.03516,0
2017-08-12 19:40:00,293.55469,5.50781,0.15137,-0.10547,0.00293
2017-08-12 19:50:00,296.01563,5.21484,0.13428,0.07031,0.00879
2017-08-12 20:00:00,294.25781,4.98047,0.14404,0.17578,0.00293
2017-08-12 20:10:00,292.5,4.62891,0.11108,0.05273,-0.00879
2017-08-12 20:20:00,288.63281,4.74609,0.13672,0.19336,0.00586
2017-08-12 20:30:00,288.28125,5.15625,0.12695,-0.26367,0.00879
2017-08-12 20:40:00,289.6875,5.03906,0.11719,-0.22852,0.00879
2017-08-12 20:50:00,292.85156,5.56641,0.13428,0,0.01172
2017-08-12 21:00:00,292.5,5.21484,0.13916,0.14062,-0.00293
2017-08-12 21:10:00,284.41406,5.27344,0.12695,0.07031,-0.00293
2017-08-12 21:20:00,281.60156,5.56641,0.11719,-0.05273,0.00879
2017-08-12 21:30:00,282.65625,5.625,0.1001,0.29883,0.00879
2017-08-12 21:40:00,278.78906,5.56641,0.12085,0.10547,0.00293
2017-08-12 21:50:00,274.21875,5.15625,0.15381,0.03516,-0.00586
2017-08-12 22:00:00,277.38281,4.92188,0.17212,0.01758,-0.00586
2017-08-12 22:10:00,271.05469,4.6875,0.15869,0.05273,-0.00586
2017-08-12 22:20:00,273.16406,4.6875,0.10498,0.01758,0.00586
2017-08-12 22:30:00,271.05469,4.62891,0.1416,0.03516,0
2017-08-12 22:40:00,268.59375,5.09766,0.14038,0.01758,0.00293
2017-08-12 22:50:00,267.1875,4.92188,0.12085,0.05273,0.01758
2017-08-12 23:00:00,277.38281,4.98047,0.08911,-0.1582,-0.00293
2017-08-12 23:10:00,270,4.92188,0.14771,-0.1582,-0.00293
2017-08-12 23:20:00,268.94531,4.57031,0.13916,-0.10547,0
2017-08-12 23:30:00,272.10938,4.62891,0.13062,-0.08789,-0.00586
2017-08-12 23:40:00,270,4.39453,0.18799,0.10547,0.01465
2017-08-12 23:50:00,263.67188,4.45313,0.21973,-0.12305,-0.00586
2017-08-13 00:00:00,265.07813,4.62891,0.18799,-0.08789,0.00293
2017-08-13 00:10:00,261.21094,4.45313,0.19898,0.1582,-0.00293
2017-08-13 00:20:00,263.67188,5.03906,0.22339,-0.14062,0.00586
2017-08-13 00:30:00,259.45313,4.74609,0.21851,0.03516,0.00293
2017-08-13 00:40:00,261.21094,4.86328,0.16235,-0.1582,0.00879
2017-08-13 00:50:00,265.42969,5.44922,0.21118,-0.07031,0.01465
2017-08-13 01:00:00,263.32031,4.86328,0.14771,-0.22852,-0.00293
2017-08-13 01:10:00,264.375,5.15625,0.17578,0.05273,-0.01172
2017-08-13 01:20:00,247.14844,5.56641,0.1709,0.21094,0.00586
2017-08-13 01:30:00,242.22656,7.03125,0.13794,-0.03516,0.01758
